Domain,Pairs,pairwise.r
scenes,UR,0.644
scenes,UR,0.779
scenes,UR,0.649
scenes,UR,0.627
scenes,UR,0.787
scenes,UR,0.774
scenes,UR,0.673
scenes,UR,0.364
scenes,UR,0.808
scenes,UR,0.842
scenes,UR,0.309
scenes,UR,0.691
scenes,UR,0.664
scenes,UR,0.815
scenes,UR,0.782
scenes,UR,0.649
scenes,UR,0.633
scenes,UR,0.775
scenes,UR,0.734
scenes,UR,0.76
scenes,UR,0.787
scenes,UR,0.724
scenes,UR,0.825
scenes,UR,0.782
scenes,UR,0.623
scenes,UR,0.822
scenes,UR,0.713
scenes,UR,0.792
scenes,UR,0.619
scenes,UR,0.714
scenes,UR,0.806
scenes,UR,0.812
scenes,UR,0.714
scenes,UR,0.749
scenes,UR,0.83
scenes,UR,0.65
scenes,UR,0.748
scenes,UR,0.794
scenes,UR,0.793
scenes,UR,0.734
scenes,UR,0.59
scenes,UR,0.831
scenes,UR,0.816
scenes,UR,0.724
scenes,UR,0.756
scenes,UR,0.747
scenes,UR,0.657
scenes,UR,0.253
scenes,UR,0.51
scenes,UR,0.53
scenes,UR,0.109
scenes,UR,0.711
scenes,UR,0.33
scenes,UR,0.872
scenes,UR,0.491
scenes,UR,0.681
scenes,UR,0.422
scenes,UR,0.632
scenes,UR,0.685
scenes,UR,0.742
scenes,UR,0.869
scenes,UR,0.691
scenes,UR,0.716
scenes,UR,0.489
scenes,UR,0.737
scenes,UR,0.648
scenes,UR,0.706
scenes,UR,0.736
scenes,UR,0.8
scenes,UR,0.292
scenes,UR,0.799
scenes,UR,0.841
scenes,UR,0.526
scenes,UR,0.7
scenes,UR,0.636
scenes,UR,0.767
scenes,UR,0.611
scenes,UR,0.69
scenes,UR,0.766
scenes,UR,0.553
scenes,UR,0.442
scenes,UR,0.765
scenes,UR,0.726
scenes,UR,0.456
scenes,UR,0.736
scenes,UR,0.658
scenes,UR,0.483
scenes,UR,0.717
scenes,UR,0.828
scenes,UR,0.785
scenes,UR,0.908
scenes,UR,0.635
scenes,UR,0.763
scenes,UR,0.525
scenes,UR,0.674
scenes,UR,0.887
scenes,UR,0.678
scenes,UR,0.681
scenes,UR,0.709
scenes,UR,0.629
scenes,UR,0.752
scenes,UR,0.784
scenes,UR,0.432
scenes,UR,0.675
scenes,UR,0.864
scenes,UR,0.733
scenes,UR,0.761
scenes,UR,0.66
scenes,UR,0.631
scenes,UR,0.605
scenes,UR,0.751
scenes,UR,0.691
scenes,UR,0.669
scenes,UR,0.847
scenes,UR,0.404
scenes,UR,0.704
scenes,UR,0.652
scenes,UR,0.722
scenes,UR,0.841
scenes,UR,0.545
scenes,UR,0.671
scenes,UR,0.673
scenes,UR,0.834
scenes,UR,0.625
scenes,UR,0.828
scenes,UR,0.77
scenes,UR,0.837
scenes,UR,0.683
scenes,UR,0.749
scenes,UR,0.586
scenes,UR,0.576
scenes,UR,0.809
scenes,UR,0.544
scenes,UR,0.566
scenes,UR,0.438
scenes,UR,0.793
scenes,UR,0.724
scenes,UR,0.828
scenes,UR,0.817
scenes,UR,0.522
scenes,UR,0.725
scenes,UR,0.576
scenes,UR,0.752
scenes,UR,0.668
scenes,UR,0.758
scenes,UR,0.692
scenes,UR,0.652
scenes,UR,0.494
scenes,UR,0.729
scenes,UR,0.716
scenes,UR,0.419
scenes,UR,0.74
scenes,UR,0.701
scenes,UR,0.756
scenes,UR,0.824
scenes,UR,0.478
scenes,UR,0.687
scenes,UR,0.719
scenes,UR,0.602
scenes,UR,0.677
scenes,UR,0.807
scenes,UR,0.752
scenes,UR,0.787
scenes,UR,0.392
scenes,UR,0.649
scenes,UR,0.768
scenes,UR,0.701
scenes,UR,0.536
scenes,UR,0.759
scenes,UR,0.332
scenes,UR,0.696
scenes,UR,0.59
scenes,UR,0.799
scenes,UR,0.745
scenes,UR,0.773
scenes,UR,0.613
scenes,UR,0.781
scenes,UR,0.694
scenes,UR,0.602
scenes,UR,0.845
scenes,UR,0.643
scenes,UR,0.394
scenes,UR,0.667
scenes,UR,0.786
scenes,UR,0.741
scenes,UR,0.669
scenes,UR,0.698
scenes,UR,0.662
scenes,UR,0.83
scenes,UR,0.718
scenes,UR,0.892
scenes,UR,0.748
scenes,UR,0.544
scenes,UR,0.52
scenes,UR,0.732
scenes,UR,0.774
scenes,UR,0.752
scenes,UR,0.861
scenes,UR,0.722
scenes,UR,0.622
scenes,UR,0.737
scenes,UR,0.762
scenes,UR,0.691
scenes,UR,0.777
scenes,UR,0.845
scenes,UR,0.642
scenes,UR,0.742
scenes,UR,0.835
scenes,UR,0.695
scenes,UR,0.679
scenes,UR,0.733
scenes,UR,0.756
scenes,UR,0.532
scenes,UR,0.748
scenes,UR,0.658
scenes,UR,0.769
scenes,UR,0.879
scenes,UR,0.536
scenes,UR,0.644
abstract,MZ,0.753
abstract,MZ,0.368
abstract,MZ,0.426
abstract,DZ,-0.108
abstract,MZ,0.292
abstract,MZ,0.542
abstract,MZ,0.232
abstract,MZ,0.559
abstract,MZ,0.527
abstract,MZ,0.421
abstract,DZ,0.598
abstract,MZ,0.218
abstract,DZ,0.746
abstract,DZ,0.298
abstract,MZ,0.531
abstract,MZ,0.361
abstract,MZ,0.438
abstract,DZ,-0.067
abstract,DZ,0.469
abstract,MZ,0.564
abstract,MZ,0.424
abstract,MZ,0.409
abstract,MZ,0.445
abstract,MZ,0.582
abstract,MZ,0.377
abstract,MZ,0.474
abstract,MZ,-0.108
abstract,MZ,0.407
abstract,MZ,0.013
abstract,MZ,0.561
abstract,MZ,0.475
abstract,DZ,-0.091
abstract,MZ,0.308
abstract,DZ,0.211
abstract,DZ,0.541
abstract,MZ,0.322
abstract,MZ,0.347
abstract,MZ,0.263
abstract,MZ,0.654
abstract,MZ,0.453
abstract,DZ,0.394
abstract,DZ,0.266
abstract,MZ,0.675
abstract,DZ,-0.009
abstract,DZ,-0.129
abstract,DZ,0.676
abstract,MZ,0.617
abstract,DZ,0.513
abstract,DZ,0.362
abstract,DZ,0.708
abstract,MZ,0.478
abstract,MZ,0.556
abstract,MZ,0.52
abstract,DZ,0.538
abstract,DZ,0.539
abstract,DZ,0.324
abstract,MZ,0.563
abstract,DZ,0.271
abstract,MZ,0.371
abstract,DZ,0.009
abstract,MZ,0.205
abstract,MZ,0.627
abstract,DZ,0.389
abstract,MZ,0.397
abstract,MZ,0.272
abstract,MZ,0.4
abstract,DZ,0.321
abstract,MZ,0.423
abstract,MZ,0.234
abstract,DZ,0.262
abstract,MZ,0.226
abstract,MZ,0.077
abstract,MZ,0.525
abstract,DZ,-0.018
abstract,MZ,0.402
abstract,MZ,0.641
abstract,MZ,0.415
abstract,DZ,0.605
abstract,DZ,0.56
abstract,MZ,0.476
abstract,MZ,0.344
abstract,MZ,0.174
abstract,MZ,0.503
abstract,DZ,0.674
abstract,DZ,0.225
abstract,DZ,0.661
abstract,MZ,0.474
abstract,DZ,0.471
abstract,MZ,0.426
abstract,MZ,0.499
abstract,MZ,0.396
abstract,MZ,0.557
abstract,MZ,0.579
abstract,MZ,0.682
abstract,MZ,0.473
abstract,MZ,0.325
abstract,MZ,0.521
abstract,DZ,0.001
abstract,MZ,0.396
abstract,MZ,0.408
abstract,MZ,0.581
abstract,DZ,0.081
abstract,MZ,0.367
abstract,DZ,0.072
abstract,MZ,0.068
abstract,DZ,0.456
abstract,DZ,0.298
abstract,DZ,0.266
abstract,MZ,0.055
abstract,MZ,0.705
abstract,MZ,0.117
abstract,MZ,0.546
abstract,MZ,0.583
abstract,DZ,0.165
abstract,MZ,0.47
abstract,MZ,0.378
abstract,MZ,0.183
abstract,DZ,0.299
abstract,MZ,0.496
abstract,MZ,0.407
abstract,DZ,0.283
abstract,MZ,0.137
abstract,MZ,0.459
abstract,DZ,0.544
abstract,MZ,0.481
abstract,DZ,0.391
abstract,MZ,0.435
abstract,DZ,0.233
abstract,MZ,0.584
abstract,MZ,0.582
abstract,MZ,0.533
abstract,MZ,0.391
abstract,MZ,0.48
abstract,MZ,0.685
abstract,MZ,0.618
abstract,MZ,0.592
abstract,MZ,0.788
abstract,DZ,0.519
abstract,DZ,-0.142
abstract,DZ,0.645
abstract,MZ,0.217
abstract,MZ,0.432
abstract,MZ,0.326
abstract,MZ,0.274
abstract,DZ,0.183
abstract,MZ,0.292
abstract,MZ,0.241
abstract,MZ,0.528
abstract,DZ,0.331
abstract,DZ,0.533
abstract,MZ,0.549
abstract,MZ,0.508
abstract,MZ,-0.232
abstract,MZ,0.687
abstract,DZ,0.378
abstract,MZ,0.044
abstract,DZ,0.271
abstract,MZ,0.605
abstract,MZ,0.327
abstract,MZ,0.263
abstract,DZ,-0.129
abstract,DZ,-0.004
abstract,DZ,0.139
abstract,MZ,0.467
abstract,MZ,0.453
abstract,DZ,0.065
abstract,DZ,0.016
abstract,MZ,0.553
abstract,MZ,-0.364
abstract,DZ,0.72
abstract,MZ,0.329
abstract,MZ,0.265
abstract,MZ,0.173
abstract,DZ,0.25
abstract,MZ,0.469
abstract,MZ,0.748
abstract,MZ,0.343
abstract,MZ,0.372
abstract,DZ,0.619
abstract,MZ,0.275
abstract,MZ,0.383
abstract,MZ,0.728
abstract,DZ,0.505
abstract,DZ,0.381
abstract,MZ,-0.08
abstract,MZ,0.476
abstract,DZ,0.41
abstract,MZ,0.549
abstract,MZ,0.442
abstract,MZ,0.271
abstract,MZ,0.744
abstract,DZ,0.698
abstract,MZ,0.305
abstract,DZ,0.28
abstract,MZ,0.57
abstract,MZ,0.192
abstract,MZ,0.282
abstract,MZ,0.225
abstract,MZ,0.77
abstract,MZ,0.413
abstract,MZ,0.663
abstract,DZ,0.031
abstract,DZ,0.159
abstract,MZ,0.342
abstract,DZ,0.397
abstract,MZ,0.392
abstract,MZ,0.589
abstract,MZ,0.75
abstract,MZ,0.444
abstract,MZ,0.431
abstract,MZ,0.088
abstract,MZ,0.426
abstract,DZ,0.305
abstract,MZ,0.562
abstract,MZ,0.53
abstract,MZ,0.39
abstract,DZ,-0.093
abstract,MZ,0.413
abstract,MZ,0.882
abstract,MZ,0.559
abstract,MZ,0.183
abstract,DZ,0.217
abstract,MZ,0.275
abstract,DZ,0.141
abstract,DZ,0.29
abstract,MZ,0.423
abstract,DZ,0.48
abstract,MZ,0.79
abstract,MZ,0.654
abstract,MZ,0.227
abstract,MZ,0.567
abstract,MZ,0.418
abstract,MZ,0.469
abstract,MZ,0.607
abstract,DZ,0.491
abstract,DZ,0.44
abstract,MZ,0.402
abstract,MZ,0.481
abstract,MZ,0.415
abstract,MZ,0.043
abstract,MZ,0.645
abstract,DZ,0.58
abstract,MZ,0.599
abstract,DZ,0.556
abstract,DZ,0.198
abstract,DZ,0.166
abstract,DZ,0.402
abstract,DZ,0.236
abstract,MZ,0.627
abstract,DZ,0.265
abstract,MZ,0.265
abstract,DZ,0.117
abstract,DZ,0.702
abstract,MZ,0.144
abstract,MZ,0.271
abstract,MZ,0.594
abstract,MZ,-0.25
abstract,MZ,0.667
abstract,MZ,0.498
abstract,MZ,0.421
abstract,MZ,0.739
abstract,MZ,0.039
abstract,MZ,0.34
abstract,MZ,0.087
abstract,MZ,0.201
abstract,DZ,0.467
abstract,MZ,0.623
abstract,MZ,0.583
abstract,MZ,0.387
abstract,DZ,0.331
abstract,MZ,0.362
abstract,DZ,0.698
abstract,MZ,0.097
abstract,MZ,0.349
abstract,DZ,0.628
abstract,MZ,0.575
abstract,MZ,0.337
abstract,DZ,0.401
abstract,MZ,0.463
abstract,DZ,0.266
abstract,MZ,0.199
abstract,MZ,0.249
abstract,DZ,0.585
abstract,MZ,0.357
abstract,MZ,0.591
abstract,MZ,0.422
abstract,MZ,0.393
abstract,MZ,0.39
abstract,MZ,0.543
abstract,MZ,0.696
abstract,DZ,0.217
abstract,MZ,0.38
abstract,MZ,0.51
abstract,MZ,0.338
abstract,MZ,0.447
abstract,MZ,0.74
abstract,MZ,0.236
abstract,MZ,0.262
abstract,MZ,0.153
abstract,DZ,0.64
abstract,MZ,0.321
abstract,MZ,0.526
abstract,MZ,0.234
abstract,MZ,0.319
abstract,MZ,0.324
abstract,MZ,0.534
abstract,DZ,0.261
abstract,MZ,0.521
abstract,DZ,0.319
abstract,MZ,0.273
abstract,MZ,0.721
abstract,MZ,0.521
abstract,DZ,0.495
abstract,MZ,-0.032
abstract,MZ,0.37
abstract,DZ,0.664
abstract,DZ,0.412
abstract,MZ,0.466
abstract,DZ,0.526
abstract,DZ,0.384
abstract,MZ,0.482
abstract,MZ,0.315
abstract,DZ,0.543
abstract,MZ,0.215
abstract,MZ,0.312
abstract,DZ,0.135
abstract,DZ,0.111
abstract,MZ,0.573
abstract,MZ,0.569
abstract,MZ,0.809
abstract,DZ,0.371
abstract,MZ,0.374
abstract,MZ,0.135
abstract,MZ,0.455
abstract,MZ,0.135
abstract,MZ,-0.163
abstract,DZ,0.318
abstract,MZ,0.655
abstract,MZ,0.193
abstract,DZ,0.346
abstract,DZ,0.513
abstract,MZ,0.305
abstract,MZ,0.811
abstract,DZ,0.635
abstract,MZ,0.164
abstract,DZ,0.529
abstract,MZ,0.569
abstract,DZ,0.197
abstract,DZ,0.389
abstract,DZ,0.553
abstract,MZ,0.593
abstract,MZ,0.133
abstract,MZ,0.141
abstract,MZ,0.528
abstract,MZ,0.249
abstract,MZ,0.289
abstract,MZ,0.338
abstract,MZ,-0.09
abstract,MZ,0.475
abstract,DZ,0.288
abstract,DZ,0.202
abstract,MZ,0.697
abstract,MZ,0.301
abstract,MZ,0.393
abstract,DZ,0.281
abstract,MZ,0.838
abstract,MZ,0.535
abstract,MZ,0.577
abstract,MZ,0.236
abstract,DZ,0.297
abstract,DZ,0.352
abstract,DZ,0.617
abstract,MZ,0.445
abstract,MZ,0.726
abstract,MZ,0.451
abstract,MZ,0.486
abstract,MZ,0.352
abstract,MZ,0.574
abstract,MZ,0.06
abstract,MZ,0.214
abstract,MZ,0.738
abstract,DZ,0.512
abstract,MZ,0.646
abstract,DZ,0.209
abstract,MZ,-0.387
abstract,DZ,0.147
abstract,MZ,0.806
abstract,MZ,0.272
abstract,MZ,0.628
abstract,MZ,0.37
abstract,MZ,0.668
abstract,MZ,0.427
abstract,MZ,0.555
abstract,MZ,0.336
abstract,MZ,0.435
abstract,MZ,0.713
abstract,DZ,0.524
abstract,MZ,0.512
abstract,MZ,0.376
abstract,DZ,0.188
abstract,MZ,0.64
abstract,MZ,0.238
abstract,MZ,0.459
abstract,MZ,-0.07
abstract,MZ,0.437
abstract,MZ,0.095
abstract,MZ,0.615
abstract,MZ,0.323
abstract,DZ,0.675
abstract,DZ,-0.235
abstract,MZ,0.383
abstract,MZ,0.269
abstract,MZ,0.332
abstract,MZ,0.405
abstract,DZ,0.273
abstract,DZ,0.227
abstract,MZ,0.152
abstract,MZ,0.162
abstract,MZ,0.625
abstract,DZ,0.671
abstract,MZ,0.672
abstract,MZ,0.471
abstract,MZ,0.391
abstract,MZ,0.498
abstract,MZ,0.176
abstract,DZ,0.279
abstract,DZ,0.494
abstract,MZ,0.565
abstract,MZ,0.186
abstract,MZ,0.625
abstract,MZ,0.324
abstract,MZ,0.58
abstract,MZ,0.335
abstract,MZ,0.155
abstract,DZ,0.414
abstract,MZ,0.542
abstract,MZ,0.467
abstract,MZ,0.649
abstract,MZ,0.534
abstract,MZ,0.362
abstract,MZ,0.418
abstract,MZ,0.146
abstract,DZ,0.582
abstract,MZ,0.588
abstract,DZ,0.388
abstract,DZ,0.528
abstract,MZ,0.362
abstract,MZ,0.151
abstract,DZ,0.481
abstract,MZ,0.476
abstract,MZ,0.227
abstract,MZ,0.79
abstract,DZ,0.6
abstract,MZ,0.563
abstract,MZ,0.742
abstract,MZ,0.521
abstract,MZ,0.447
abstract,MZ,0.444
abstract,MZ,0.132
abstract,DZ,0.457
abstract,MZ,0.58
abstract,MZ,0.58
abstract,MZ,0.328
abstract,MZ,0.202
abstract,MZ,0.35
abstract,MZ,0.407
abstract,DZ,0.688
abstract,DZ,0.638
abstract,MZ,0.447
abstract,MZ,0.169
abstract,MZ,0.511
abstract,MZ,0.493
abstract,DZ,0.612
abstract,MZ,0.599
abstract,MZ,0.583
abstract,DZ,0.357
abstract,MZ,0.497
abstract,MZ,-0.244
abstract,MZ,0.394
abstract,MZ,0.418
abstract,MZ,0.723
abstract,DZ,0.189
abstract,DZ,0.443
abstract,MZ,0.231
abstract,MZ,0.056
abstract,MZ,0.63
abstract,MZ,0.279
abstract,MZ,0.409
abstract,MZ,0.635
abstract,MZ,0.482
abstract,DZ,0.5
abstract,MZ,0.7
abstract,MZ,0.604
abstract,DZ,0.441
abstract,MZ,0.532
abstract,MZ,0.398
abstract,DZ,0.351
abstract,DZ,0.399
abstract,MZ,0.621
abstract,DZ,0.001
abstract,MZ,0.397
abstract,MZ,0.506
abstract,MZ,0.515
abstract,MZ,0.44
abstract,DZ,0.299
abstract,MZ,0.476
abstract,MZ,0.513
abstract,MZ,0.342
abstract,DZ,0.696
abstract,MZ,0.408
abstract,MZ,0.808
abstract,MZ,0.685
abstract,DZ,0.569
abstract,MZ,0.552
abstract,DZ,0.466
abstract,DZ,0.584
abstract,MZ,-0.023
abstract,DZ,0.31
abstract,DZ,0.553
abstract,MZ,0.419
abstract,DZ,0.438
abstract,MZ,0.652
abstract,MZ,0.657
abstract,MZ,0.574
abstract,DZ,0.203
abstract,MZ,0.313
abstract,MZ,0.584
abstract,DZ,-0.113
abstract,MZ,0.358
abstract,MZ,0.251
abstract,DZ,0.69
abstract,MZ,0.281
abstract,MZ,0.496
abstract,MZ,0.249
abstract,MZ,0.554
abstract,MZ,0.356
abstract,MZ,0.533
abstract,MZ,0.628
abstract,MZ,0.743
abstract,MZ,0.369
abstract,MZ,0.468
abstract,MZ,0.081
abstract,MZ,0.678
abstract,DZ,0.424
abstract,MZ,0.633
abstract,MZ,0.478
abstract,DZ,0.504
abstract,MZ,0.695
abstract,MZ,0.55
abstract,MZ,0.404
abstract,MZ,0.254
abstract,DZ,0.504
abstract,MZ,0.175
abstract,MZ,0.699
abstract,MZ,0.466
abstract,DZ,0.613
abstract,MZ,0.747
abstract,DZ,0.346
abstract,MZ,0.757
abstract,DZ,0.357
abstract,DZ,0.184
abstract,MZ,0.425
abstract,MZ,0.278
abstract,DZ,0.624
abstract,MZ,0.676
abstract,DZ,0.128
abstract,DZ,0.17
abstract,MZ,0.602
abstract,DZ,0.229
abstract,MZ,0.446
abstract,MZ,0.526
abstract,MZ,0.614
abstract,MZ,0.366
abstract,DZ,0.622
abstract,MZ,0.482
abstract,DZ,0.383
abstract,MZ,0.71
abstract,MZ,0.594
abstract,MZ,0.513
abstract,MZ,0.814
abstract,MZ,0.697
abstract,MZ,0.644
abstract,MZ,0.499
abstract,MZ,0.412
abstract,MZ,0.342
abstract,DZ,0.058
abstract,DZ,0.461
abstract,MZ,0.36
abstract,DZ,0.529
abstract,DZ,0.548
abstract,MZ,0.337
abstract,DZ,0.438
abstract,MZ,0.662
abstract,MZ,0.517
abstract,MZ,0.414
abstract,MZ,0.539
abstract,MZ,0.372
abstract,MZ,0.627
abstract,MZ,0.28
abstract,MZ,0.539
abstract,MZ,0.286
abstract,MZ,0.811
abstract,MZ,0.486
abstract,MZ,0.484
abstract,MZ,0.564
abstract,MZ,-0.174
abstract,MZ,0.403
abstract,MZ,0.49
abstract,MZ,0.051
abstract,DZ,0.495
abstract,MZ,0.383
abstract,MZ,0.527
abstract,MZ,0.733
abstract,MZ,0.446
abstract,DZ,0.166
abstract,DZ,0.311
abstract,DZ,0.282
abstract,DZ,0.59
abstract,MZ,0.311
abstract,MZ,0.778
abstract,MZ,0.486
abstract,MZ,0.227
abstract,MZ,0.403
abstract,MZ,0.404
abstract,DZ,0.685
abstract,MZ,0.218
abstract,MZ,0.571
abstract,MZ,0.239
abstract,DZ,0.539
abstract,MZ,0.542
abstract,MZ,0.266
abstract,MZ,0.578
abstract,MZ,0.285
abstract,MZ,0.769
abstract,MZ,0.414
abstract,MZ,0.546
abstract,MZ,0.56
abstract,MZ,0.198
abstract,MZ,0.573
abstract,MZ,0.52
abstract,DZ,0.394
abstract,MZ,0.19
abstract,MZ,0.549
abstract,MZ,0.568
abstract,MZ,0.67
abstract,UR,0.45
abstract,UR,0.318
abstract,UR,0.345
abstract,UR,0.125
abstract,UR,0.528
abstract,UR,0.48
abstract,UR,0.3
abstract,UR,0.118
abstract,UR,0.527
abstract,UR,0.363
abstract,UR,0.463
abstract,UR,0.481
abstract,UR,0.312
abstract,UR,-0.346
abstract,UR,0.503
abstract,UR,0.177
abstract,UR,0.391
abstract,UR,0.231
abstract,UR,0.513
abstract,UR,0.475
abstract,UR,0.299
abstract,UR,0.08
abstract,UR,0.485
abstract,UR,0.166
abstract,UR,0.227
abstract,UR,-0.133
abstract,UR,-0.163
abstract,UR,0.521
abstract,UR,0.25
abstract,UR,0.15
abstract,UR,0.165
abstract,UR,-0.059
abstract,UR,0.236
abstract,UR,0.198
abstract,UR,0.066
abstract,UR,0.492
abstract,UR,0.609
abstract,UR,0.238
abstract,UR,0.145
abstract,UR,0.176
abstract,UR,-0.128
abstract,UR,0.132
abstract,UR,0.274
abstract,UR,0.008
abstract,UR,-0.019
abstract,UR,0.463
abstract,UR,0.119
abstract,UR,0.092
abstract,UR,0.512
abstract,UR,0.387
abstract,UR,0.523
abstract,UR,0.754
abstract,UR,0.715
abstract,UR,0.569
abstract,UR,0.714
abstract,UR,0.626
abstract,UR,0.454
abstract,UR,0.322
abstract,UR,0.422
abstract,UR,0.095
abstract,UR,0.179
abstract,UR,0.385
abstract,UR,0.14
abstract,UR,0.336
abstract,UR,0.222
abstract,UR,0.215
abstract,UR,0.087
abstract,UR,0.205
abstract,UR,0.091
abstract,UR,0.139
abstract,UR,0.012
abstract,UR,0.081
abstract,UR,0.359
abstract,UR,0.539
abstract,UR,0.572
abstract,UR,0.555
abstract,UR,0.286
abstract,UR,0.337
abstract,UR,0.21
abstract,UR,0.345
abstract,UR,-0.019
abstract,UR,0.029
abstract,UR,0.265
abstract,UR,0.349
abstract,UR,0.103
abstract,UR,0.468
abstract,UR,0.46
abstract,UR,0.52
abstract,UR,-0.171
abstract,UR,0.375
abstract,UR,-0.326
abstract,UR,0.034
abstract,UR,0.308
abstract,UR,0.496
abstract,UR,0.553
abstract,UR,0.355
abstract,UR,0.155
abstract,UR,0.328
abstract,UR,0.202
abstract,UR,0.037
abstract,UR,0.272
abstract,UR,-0.052
abstract,UR,0.029
abstract,UR,0.455
abstract,UR,0.443
abstract,UR,0.259
abstract,UR,0.441
abstract,UR,0.069
abstract,UR,0.055
abstract,UR,0.404
abstract,UR,0.478
abstract,UR,0.17
abstract,UR,0.304
abstract,UR,0.608
abstract,UR,-0.002
abstract,UR,0.467
abstract,UR,0.156
abstract,UR,0.372
abstract,UR,-0.141
abstract,UR,0.231
abstract,UR,0.369
abstract,UR,0.312
abstract,UR,0.576
abstract,UR,0.514
abstract,UR,0.475
abstract,UR,0.269
abstract,UR,0.34
abstract,UR,0.101
abstract,UR,0.48
abstract,UR,0.677
abstract,UR,0.474
abstract,UR,0.369
abstract,UR,0.16
abstract,UR,0.115
abstract,UR,0.03
abstract,UR,0.306
abstract,UR,0.468
abstract,UR,0.266
abstract,UR,-0.018
abstract,UR,0.019
abstract,UR,-0.163
abstract,UR,0.063
abstract,UR,0.339
abstract,UR,0.578
abstract,UR,-0.244
abstract,UR,0.656
abstract,UR,0.034
abstract,UR,0.474
abstract,UR,0.247
abstract,UR,0.315
abstract,UR,0.733
abstract,UR,0.668
abstract,UR,0.035
abstract,UR,0.323
abstract,UR,0.287
abstract,UR,-0.162
abstract,UR,0.331
abstract,UR,0.282
abstract,UR,0.351
abstract,UR,0.348
abstract,UR,-0.045
abstract,UR,-0.077
abstract,UR,-0.235
abstract,UR,0.135
abstract,UR,-0.121
abstract,UR,0.095
abstract,UR,0.247
abstract,UR,0.415
abstract,UR,0.154
abstract,UR,0.343
abstract,UR,0.158
abstract,UR,-0.205
abstract,UR,0.113
abstract,UR,0.444
abstract,UR,0.511
abstract,UR,-0.148
abstract,UR,0.598
abstract,UR,0.268
abstract,UR,0.587
abstract,UR,0.613
abstract,UR,0.549
abstract,UR,0.493
abstract,UR,0.336
abstract,UR,0.509
abstract,UR,0.132
abstract,UR,0.093
abstract,UR,0.325
abstract,UR,0.497
abstract,UR,-0.118
abstract,UR,0.389
abstract,UR,0.431
abstract,UR,0.677
abstract,UR,-0.086
abstract,UR,-0.061
abstract,UR,0.592
abstract,UR,0.307
abstract,UR,-0.162
abstract,UR,0.115
abstract,UR,0.257
abstract,UR,0.409
abstract,UR,0.352
abstract,UR,0.142
abstract,UR,0.14
abstract,UR,0.2
abstract,UR,0.04
abstract,UR,0.563
abstract,UR,0.504
abstract,UR,-0.011
abstract,UR,0.396
abstract,UR,0.261
abstract,UR,0.018
abstract,UR,0.345
abstract,UR,0.138
abstract,UR,0.063
abstract,UR,0.459
abstract,UR,0.581
abstract,UR,0.375
abstract,UR,0.281
abstract,UR,0.278
abstract,UR,0.371
abstract,UR,0.267
abstract,UR,0.537
abstract,UR,0.325
abstract,UR,-0.168
abstract,UR,0.423
abstract,UR,0.445
abstract,UR,0.363
abstract,UR,0.595
abstract,UR,0.333
abstract,UR,0.285
abstract,UR,0.46
abstract,UR,0.241
abstract,UR,0.153
abstract,UR,0.139
abstract,UR,0.54
abstract,UR,-0.011
abstract,UR,0.456
abstract,UR,0.24
abstract,UR,0.149
abstract,UR,0.126
abstract,UR,0.215
abstract,UR,0.07
abstract,UR,0.148
abstract,UR,0.138
abstract,UR,0.412
abstract,UR,0.298
abstract,UR,0.293
abstract,UR,0.269
abstract,UR,0.33
abstract,UR,0.069
abstract,UR,-0.354
abstract,UR,0.082
abstract,UR,0.586
abstract,UR,0.271
abstract,UR,0.342
abstract,UR,0.148
abstract,UR,0.545
abstract,UR,0.156
abstract,UR,0.135
abstract,UR,0.094
abstract,UR,0.349
abstract,UR,0.27
abstract,UR,0.091
abstract,UR,0.02
abstract,UR,0.341
abstract,UR,0.413
abstract,UR,0.223
abstract,UR,0.012
abstract,UR,0.258
abstract,UR,-0.232
abstract,UR,0.581
abstract,UR,0.203
abstract,UR,0.145
abstract,UR,0.475
abstract,UR,0.196
abstract,UR,0.545
abstract,UR,0.38
abstract,UR,0.41
abstract,UR,0.469
abstract,UR,0.48
abstract,UR,0.243
abstract,UR,0.068
abstract,UR,-0.017
abstract,UR,0.516
abstract,UR,0.496
abstract,UR,0.457
abstract,UR,0.259
abstract,UR,0.155
abstract,UR,0.259
abstract,UR,-0.01
abstract,UR,0.281
abstract,UR,0.256
abstract,UR,0.298
abstract,UR,0.148
abstract,UR,0.324
abstract,UR,0.255
abstract,UR,0.636
abstract,UR,0.032
abstract,UR,0.462
abstract,UR,0.414
abstract,UR,0.401
abstract,UR,0.35
abstract,UR,0.131
abstract,UR,0.03
abstract,UR,0.177
abstract,UR,0.642
abstract,UR,0.557
abstract,UR,0.374
abstract,UR,0.173
abstract,UR,0.606
abstract,UR,0.15
abstract,UR,0.005
abstract,UR,-0.045
abstract,UR,0.043
abstract,UR,0.572
abstract,UR,0.279
abstract,UR,0.361
abstract,UR,0.162
abstract,UR,0.186
abstract,UR,0.143
abstract,UR,0.428
abstract,UR,-0.07
abstract,UR,-0.107
abstract,UR,0.273
abstract,UR,0.141
abstract,UR,-0.076
abstract,UR,0.319
abstract,UR,0.318
abstract,UR,0.288
abstract,UR,0.237
abstract,UR,0.347
abstract,UR,-0.206
abstract,UR,0.623
abstract,UR,0.055
abstract,UR,-0.121
abstract,UR,-0.149
abstract,UR,0.509
abstract,UR,0.486
abstract,UR,0.25
abstract,UR,0.447
abstract,UR,0.108
abstract,UR,0.028
